Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
1849-RJYIG,Female,43,No,0,Sunnyvale,94087,37.3511,-122.037311,0,8,None,Yes,46.78,No,Yes,DSL,24,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,60,487.75,0,0,374.24,861.99,Stayed,NULL,NULL
1852-XEMDW,Male,20,No,0,Mad River,95552,40.390301,-123.412327,0,22,Offer D,Yes,43.78,Yes,Yes,DSL,47,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,65.05,1427.55,0,10,963.16,2400.71,Stayed,NULL,NULL
1853-UDXBW,Male,38,Yes,0,Samoa,95564,40.809636,-124.189977,1,1,None,Yes,38.8,No,Yes,Fiber Optic,4,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70,70,0,0,38.8,108.8,Churned,Price,Price too high
1855-AGAWH,Male,27,Yes,0,Bell,90201,33.970343,-118.171368,2,31,None,Yes,36.69,No,Yes,Fiber Optic,52,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,93.8,2939.8,0,0,1137.39,4077.19,Stayed,NULL,NULL
1866-NXPSP,Female,48,No,0,Arcata,95521,40.839958,-124.003757,0,36,None,Yes,32,No,Yes,Cable,23,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card,75.55,2680.15,0,100,1152,3932.15,Stayed,NULL,NULL
1866-OBPNR,Male,28,Yes,1,Sacramento,95833,38.619049,-121.517552,5,1,None,Yes,42.99,No,Yes,Fiber Optic,59,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.6,74.6,0,0,42.99,117.59,Joined,NULL,NULL
1866-RZZQS,Male,77,No,0,Redlands,92373,34.003243,-117.138286,0,41,Offer B,Yes,42.06,Yes,Yes,Fiber Optic,21,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.4,4187.75,0,0,1724.46,5912.21,Churned,Competitor,Competitor had better devices
1867-BDVFH,Male,35,Yes,0,Los Angeles,90056,33.987945,-118.370442,1,11,Offer D,Yes,9.14,Yes,Yes,Fiber Optic,19,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.35,834.2,0,0,100.54,934.74,Churned,Competitor,Competitor made better offer
1867-TJHTS,Female,47,No,0,Sacramento,95817,38.550722,-121.457314,0,58,None,Yes,22.71,Yes,Yes,Fiber Optic,14,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8,4526.85,0,0,1317.18,5844.03,Stayed,NULL,NULL
1871-MOWRM,Male,57,Yes,0,Woodacre,94973,38.005839,-122.638155,3,12,None,Yes,18.26,No,Yes,Fiber Optic,18,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.85,866.45,23.72,0,219.12,1061.85,Churned,Competitor,Competitor offered more data
1875-QIVME,Female,26,Yes,3,Tujunga,91042,34.296574,-118.244839,1,2,Offer E,Yes,11.51,Yes,Yes,Fiber Optic,53,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,242.8,45.44,0,23.02,220.38,Churned,Attitude,Attitude of support person
1877-HKBQX,Female,21,No,0,Cerritos,90703,33.8681,-118.067402,0,11,Offer D,Yes,1.16,No,Yes,DSL,41,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,54.6,617.85,0,0,12.76,630.61,Stayed,NULL,NULL
1891-FZYSA,Male,65,Yes,0,Piercy,95587,39.955587,-123.681175,1,69,None,Yes,16.34,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,6143.15,6.79,110,1127.46,7373.82,Churned,Competitor,Competitor had better devices
1891-QRQSA,Male,71,Yes,0,Downey,90241,33.940884,-118.128628,9,64,Offer B,Yes,16.33,Yes,Yes,Fiber Optic,10,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,111.6,7099,0,0,1045.12,8144.12,Stayed,NULL,NULL
1891-UAWWU,Female,79,Yes,0,Johannesburg,93528,35.363339,-117.637641,1,20,None,Yes,4.77,Yes,Yes,Fiber Optic,17,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.8,1951,0,0,95.4,2046.4,Churned,Competitor,Competitor had better devices
1894-IGFSG,Female,38,No,0,Lancaster,93535,34.712708,-117.889656,0,22,None,Yes,18.01,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.25,1907.85,0,0,396.22,2304.07,Churned,Competitor,Competitor had better devices
1895-QTKDO,Female,38,No,0,San Jacinto,92583,33.796568,-116.924723,0,1,None,Yes,45.59,No,Yes,DSL,5,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,43.95,43.95,0,0,45.59,89.54,Joined,NULL,NULL
1897-OKVMW,Female,44,Yes,1,Lathrop,95330,37.80821,-121.308401,3,64,None,Yes,37,Yes,Yes,DSL,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Mailed Check,90.6,5817.45,0,0,2368,8185.45,Stayed,NULL,NULL
1898-JSNDC,Female,23,No,0,Elk Grove,95758,38.35363,-121.44195,0,39,Offer C,Yes,48.17,No,Yes,DSL,58,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card,58.6,2224.5,0,0,1878.63,4103.13,Stayed,NULL,NULL
1899-VXWXM,Male,55,No,0,San Diego,92130,32.957195,-117.202542,0,48,None,Yes,24.73,Yes,Yes,Fiber Optic,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,106.1,5082.8,0,0,1187.04,6269.84,Churned,Other,Don't know
1902-XBTFB,Male,39,No,0,North Hollywood,91605,34.207295,-118.400022,0,22,Offer D,Yes,39.58,No,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.4,2001.5,0,0,870.76,2872.26,Churned,Dissatisfaction,Lack of self-service on Website
1904-WAJAA,Female,23,Yes,3,Coronado,92118,32.68674,-117.186612,0,24,Offer C,Yes,46.54,Yes,Yes,DSL,85,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,64.35,1558.65,0,0,1116.96,2675.61,Stayed,NULL,NULL
1907-UBQFC,Male,69,No,0,San Francisco,94108,37.791998,-122.408653,0,10,None,Yes,5.46,No,Yes,Fiber Optic,24,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,72.85,688.65,0,30,54.6,773.25,Churned,Competitor,Competitor had better devices
1907-YLNYW,Male,47,No,0,Gasquet,95543,41.867908,-123.794144,0,8,None,Yes,41.13,No,Yes,DSL,27,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.7,579,0,0,329.04,908.04,Stayed,NULL,NULL
1910-FMXJM,Female,59,Yes,0,Colton,92324,34.030915,-117.273201,8,36,None,Yes,49.33,No,Yes,Fiber Optic,23,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,80.4,2937.65,0,0,1775.88,4713.53,Stayed,NULL,NULL
1915-IOFGU,Female,53,No,0,Keene,93531,35.214982,-118.59049,0,1,None,Yes,41.39,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.5,70.5,0,0,41.39,111.89,Churned,Competitor,Competitor offered higher download speeds
1918-ZBFQJ,Female,48,No,3,Glendale,91206,34.162515,-118.203869,0,13,None,Yes,33.54,No,Yes,Fiber Optic,76,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,1111.65,48.25,0,436.02,1499.42,Churned,Competitor,Competitor had better devices
1919-RTPQD,Male,42,Yes,1,Fish Camp,93623,37.483535,-119.679414,7,7,Offer E,Yes,28.7,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.75,333.65,0,0,200.9,534.55,Stayed,NULL,NULL
1921-KYSAY,Female,36,No,0,Olivehurst,95961,39.082568,-121.55325,0,41,None,Yes,36.93,Yes,Yes,DSL,30,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,68.6,2877.05,0,0,1514.13,4391.18,Stayed,NULL,NULL
1925-TIBLE,Female,62,Yes,0,Los Angeles,90049,34.091829,-118.491244,1,7,None,Yes,22.61,Yes,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.5,582.5,0,20,158.27,760.77,Churned,Competitor,Competitor offered higher download speeds
1928-BXYIV,Male,47,No,0,Placerville,95667,38.733714,-120.795213,0,1,Offer E,Yes,17.07,Yes,Yes,DSL,3,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.15,61.15,0,0,17.07,78.22,Joined,NULL,NULL
1930-QPBVZ,Male,31,Yes,2,Laytonville,95454,39.806141,-123.531098,3,68,Offer A,Yes,9.29,No,Yes,Fiber Optic,18,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,95.1,6683.4,0,0,631.72,7315.12,Stayed,NULL,NULL
1930-WNXSB,Male,38,Yes,1,Covina,91724,34.08111,-117.853935,1,58,None,Yes,47.69,No,Yes,Fiber Optic,24,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,92.85,5305.05,0,0,2766.02,8071.07,Stayed,NULL,NULL
1932-UEDCX,Male,79,Yes,0,Manchester,95459,38.966713,-123.586412,6,33,None,Yes,44.1,Yes,Yes,Fiber Optic,22,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6,3270.25,0,0,1455.3,4725.55,Stayed,NULL,NULL
1935-IMVBB,Male,43,Yes,0,San Diego,92107,32.741852,-117.243453,1,56,None,Yes,3.79,No,Yes,Fiber Optic,14,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,89.7,4952.95,41.66,0,212.24,5123.53,Stayed,NULL,NULL
1936-UAFEH,Female,43,No,0,Pioneer,95666,38.546999,-120.271114,0,68,None,Yes,48.82,Yes,Yes,Fiber Optic,17,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,110.25,7279.35,0,30,3319.76,10629.11,Stayed,NULL,NULL
1937-OTUKY,Female,32,Yes,0,Seaside,93955,36.625114,-121.823565,1,72,None,Yes,25.48,Yes,Yes,Fiber Optic,3,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,98.2,7015.9,0,0,1834.56,8850.46,Stayed,NULL,NULL
1941-HOSAM,Male,20,Yes,3,San Diego,92101,32.72523,-117.171346,1,1,None,Yes,24.33,No,Yes,Fiber Optic,59,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.1,90.1,0,0,24.33,114.43,Joined,NULL,NULL
1942-OQFRW,Male,62,No,0,Forest Knolls,94933,38.010092,-122.689442,0,1,Offer E,Yes,13.4,No,Yes,DSL,17,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44,44,0,0,13.4,57.4,Joined,NULL,NULL
1950-KSVVJ,Female,57,Yes,0,Monterey Park,91754,34.050322,-118.147037,1,45,Offer B,Yes,33.54,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,113.3,5032.25,0,0,1509.3,6541.55,Stayed,NULL,NULL
1951-IEYXM,Male,57,Yes,0,Rancho Cucamonga,91730,34.10097,-117.57882,1,72,None,Yes,34.97,Yes,Yes,Cable,11,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.6,6441.85,0,0,2517.84,8959.69,Stayed,NULL,NULL
1956-YIFGE,Male,36,Yes,3,Boulevard,91905,32.677097,-116.304991,10,22,None,Yes,9.05,No,Yes,Fiber Optic,57,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,100.05,2090.25,0,0,199.1,2289.35,Stayed,NULL,NULL
1958-RNRKS,Male,62,Yes,0,El Segundo,90245,33.917145,-118.401554,4,30,None,Yes,5.56,Yes,Yes,DSL,8,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.9,1441.95,0,100,166.8,1708.75,Stayed,NULL,NULL
1960-UOTYM,Male,61,Yes,2,Lakewood,90712,33.840524,-118.148403,5,52,None,Yes,16.53,No,Yes,DSL,12,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,79.2,4016.3,0,0,859.56,4875.86,Stayed,NULL,NULL
1960-UYCNN,Male,35,No,0,Julian,92036,32.980678,-116.262854,0,10,None,Yes,26.43,Yes,Yes,Fiber Optic,13,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0,1021.55,0,0,264.3,1285.85,Stayed,NULL,NULL
1963-SVUCV,Male,59,No,0,Flournoy,96029,39.84784,-122.544556,0,1,None,Yes,28.37,No,Yes,DSL,7,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.3,45.3,0,30,28.37,103.67,Churned,Competitor,Competitor offered higher download speeds
1965-AKTSX,Female,65,No,0,Byron,94514,37.83323,-121.601461,0,14,Offer D,Yes,16.36,Yes,Yes,Fiber Optic,6,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.95,1101.85,0,0,229.04,1330.89,Churned,Competitor,Competitor made better offer
1965-DDBWU,Male,37,No,0,Escondido,92027,33.141265,-116.967221,0,16,None,Yes,11.96,Yes,Yes,Fiber Optic,18,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.05,1448.6,0,0,191.36,1639.96,Churned,Competitor,Competitor made better offer
1971-DTCZB,Female,52,Yes,0,Yreka,96097,41.764869,-122.671316,6,72,None,Yes,42.64,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,6468.6,0,0,3070.08,9538.68,Stayed,NULL,NULL
1972-XMUWV,Female,46,Yes,0,Miramonte,93641,36.696759,-119.024051,7,65,None,Yes,10.23,No,Yes,Cable,14,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,59.8,3808.2,0,0,664.95,4473.15,Stayed,NULL,NULL
1976-CFOCS,Female,69,Yes,0,Dana Point,92629,33.477923,-117.705314,1,1,None,Yes,7.74,No,Yes,DSL,19,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46,46,0,0,7.74,53.74,Churned,Competitor,Competitor had better devices
1977-STDKI,Female,72,No,0,The Sea Ranch,95497,38.696659,-123.436861,0,1,None,Yes,20.55,No,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73,73,0,0,20.55,93.55,Churned,Competitor,Competitor offered more data
1980-KXVPM,Female,68,No,0,El Centro,92243,32.770393,-115.60915,0,3,None,Yes,23.82,Yes,Yes,Fiber Optic,30,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.05,256.25,0,0,71.46,327.71,Churned,Competitor,Competitor had better devices
1981-INRFU,Female,44,No,0,San Diego,92109,32.787836,-117.232376,0,2,None,Yes,8.32,No,Yes,Fiber Optic,16,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.75,164.5,0,0,16.64,181.14,Churned,Competitor,Competitor made better offer
1984-FCOWB,Female,21,Yes,0,Templeton,93465,35.536115,-120.739231,1,70,Offer A,Yes,41.88,Yes,Yes,Fiber Optic,59,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,109.5,7674.55,0,150,2931.6,10756.15,Churned,Attitude,Attitude of service provider
1986-PHGZF,Male,73,No,0,Greenwood,95635,38.921333,-120.897718,0,18,Offer D,Yes,47.34,Yes,Yes,DSL,7,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,58.4,964.9,0,0,852.12,1817.02,Stayed,NULL,NULL
1989-PRJHP,Male,75,Yes,0,Pleasanton,94588,37.685052,-121.912061,1,27,None,Yes,10.6,Yes,Yes,Fiber Optic,23,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,1893.95,0,0,286.2,2180.15,Churned,Competitor,Competitor had better devices
1996-DBMUS,Female,72,Yes,0,Palo Verde,92266,33.3249,-114.758334,10,48,None,Yes,12.6,No,Yes,Fiber Optic,21,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,70.65,3545.05,0,0,604.8,4149.85,Stayed,NULL,NULL
2000-DHJUY,Female,67,Yes,0,Menlo Park,94025,37.449551,-122.183762,1,70,Offer A,Yes,18.67,Yes,Yes,DSL,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,92.2,6474.45,0,0,1306.9,7781.35,Stayed,NULL,NULL
2000-MPKCA,Female,51,No,0,San Pedro,90732,33.744119,-118.31448,0,58,Offer B,Yes,46.7,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,107.75,6332.75,0,0,2708.6,9041.35,Stayed,NULL,NULL
2001-EWBQU,Female,23,No,0,Stockton,95210,38.033219,-121.297433,0,60,None,Yes,35.47,Yes,Yes,Fiber Optic,51,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,104.7,6333.8,0,150,2128.2,8612,Stayed,NULL,NULL
2001-MCUUW,Male,51,No,0,Corona,92879,33.893823,-117.531446,0,46,None,Yes,37.5,Yes,Yes,Fiber Optic,22,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,108.65,4903.2,0,0,1725,6628.2,Stayed,NULL,NULL
2003-CKLOR,Male,62,No,0,Igo,96047,40.524535,-122.647172,0,66,Offer A,Yes,25.82,No,Yes,Cable,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99.5,6710.5,0,0,1704.12,8414.62,Churned,Other,Moved
2004-OCQXK,Female,44,No,0,Merced,95348,37.40122,-120.514191,0,1,Offer E,Yes,44.94,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.95,81.95,0,0,44.94,126.89,Churned,Competitor,Competitor had better devices
2012-NWRPA,Female,78,Yes,0,Modesto,95355,37.672906,-120.946594,1,11,Offer D,Yes,1.28,Yes,Yes,Fiber Optic,14,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55,1131.2,0,0,14.08,1145.28,Churned,Competitor,Competitor made better offer
2013-SGDXK,Female,27,No,0,Mariposa,95338,37.526791,-119.99437,0,1,None,Yes,1.63,No,Yes,Fiber Optic,59,No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,84.3,84.3,0,10,1.63,95.93,Churned,Competitor,Competitor offered more data
2014-MKGMH,Female,45,No,0,Riverside,92508,33.885499,-117.324959,0,46,Offer B,Yes,27.97,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,101.1,4674.4,0,0,1286.62,5961.02,Stayed,NULL,NULL
2018-PZKMU,Male,32,Yes,3,Santa Ana,92701,33.748478,-117.858918,10,9,Offer E,Yes,44.37,No,Yes,Fiber Optic,57,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,103.1,970.45,18.62,0,399.33,1351.16,Stayed,NULL,NULL
2018-QKYGT,Male,19,Yes,3,San Gabriel,91775,34.114772,-118.089431,1,1,None,Yes,36.32,No,Yes,Fiber Optic,85,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,81.05,81.05,0,0,36.32,117.37,Joined,NULL,NULL
2019-HDCZY,Male,35,Yes,0,Farmersville,93223,36.29878,-119.201028,4,63,None,Yes,2.72,Yes,Yes,Fiber Optic,22,No,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,102.6,6296.75,0,0,171.36,6468.11,Stayed,NULL,NULL
2024-BASKD,Female,23,No,0,Exeter,93221,36.301689,-119.018233,0,1,Offer E,Yes,22.16,No,Yes,Fiber Optic,47,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.6,74.6,0,10,22.16,106.76,Churned,Competitor,Competitor offered more data
2025-JKFWI,Male,31,No,0,Burbank,91501,34.188339,-118.300942,0,13,None,Yes,24.14,Yes,Yes,Fiber Optic,21,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,99,1301.7,0,0,313.82,1615.52,Churned,Price,Lack of affordable download/upload speed
2026-TGDHM,Female,54,No,0,Cloverdale,95425,38.801936,-122.938935,0,7,None,Yes,19.21,No,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,79.3,523.15,0,10,134.47,667.62,Churned,Competitor,Competitor had better devices
2027-CWDNU,Male,45,Yes,3,Venice,90291,33.991782,-118.479229,1,18,None,Yes,28.04,No,Yes,Fiber Optic,28,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1601.5,0,0,504.72,2106.22,Stayed,NULL,NULL
2027-DNKIV,Male,28,Yes,3,Spring Valley,91977,32.726627,-116.994608,1,37,None,Yes,35.67,No,Yes,DSL,76,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,58.75,2203.1,0,0,1319.79,3522.89,Stayed,NULL,NULL
2027-FECZV,Male,44,No,0,Bodfish,93205,35.523991,-118.400432,0,12,None,Yes,25.19,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.7,1253.9,0,0,302.28,1556.18,Churned,Attitude,Attitude of support person
2027-WKXMW,Female,49,Yes,0,Montara,94037,37.540582,-122.509594,10,63,Offer B,Yes,20.37,Yes,Yes,Fiber Optic,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,108.75,6871.7,0,0,1283.31,8155.01,Stayed,NULL,NULL
2034-CGRHZ,Male,73,No,0,San Francisco,94104,37.791222,-122.402241,0,24,None,Yes,3.23,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,102.95,2496.7,0,0,77.52,2574.22,Churned,Attitude,Attitude of support person
2034-GDRCN,Female,47,No,0,San Diego,92122,32.85723,-117.209774,0,2,Offer E,Yes,10.53,No,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4,168.2,0,0,21.06,189.26,Churned,Other,Don't know
2037-SGXHH,Male,25,Yes,0,Campo Seco,95226,38.233879,-120.861666,1,38,None,Yes,49.7,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.65,3624.3,0,0,1888.6,5512.9,Churned,Other,Don't know
2037-XJFUP,Male,24,Yes,0,Temecula,92592,33.507255,-117.029473,1,33,Offer C,Yes,41.8,No,Yes,Fiber Optic,41,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,95.8,3036.75,0,60,1379.4,4476.15,Churned,Competitor,Competitor made better offer
2038-LLMLM,Female,35,No,0,El Centro,92243,32.770393,-115.60915,0,48,None,Yes,10.5,Yes,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,0,4946.05,0,0,504,5450.05,Stayed,NULL,NULL
2038-OEQZH,Male,63,No,0,Menifee,92584,33.653338,-117.178271,0,4,None,Yes,44.36,No,Yes,Fiber Optic,20,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.05,308.1,0,0,177.44,485.54,Stayed,NULL,NULL
2038-YSEZE,Female,48,No,0,Los Angeles,90046,34.108455,-118.362081,0,29,Offer C,Yes,13.74,Yes,Yes,DSL,2,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,67.45,1801.1,0,0,398.46,2199.56,Stayed,NULL,NULL
2039-JONDJ,Male,50,No,0,Burbank,91504,34.213049,-118.317651,0,27,None,Yes,20.29,No,Yes,DSL,21,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,55.45,1477.65,0,0,547.83,2025.48,Stayed,NULL,NULL
2040-LDIWQ,Male,51,Yes,0,Woodland Hills,91367,34.178068,-118.615714,8,65,Offer B,Yes,41.57,Yes,Yes,DSL,16,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.2,5324.5,0,0,2702.05,8026.55,Stayed,NULL,NULL
2040-OBMLJ,Male,24,No,0,Dunlap,93621,36.789213,-119.140338,0,31,None,Yes,17.18,Yes,Yes,Fiber Optic,76,No,No,No,Yes,No,No,No,Yes,One Year,No,Credit Card,81.7,2548.65,0,0,532.58,3081.23,Stayed,NULL,NULL
2040-VZIKE,Female,56,Yes,0,Stevinson,95374,37.316807,-120.855753,3,49,None,Yes,44.81,Yes,Yes,Fiber Optic,10,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,100.85,4847.35,0,0,2195.69,7043.04,Stayed,NULL,NULL
2040-XBAVJ,Male,51,Yes,1,Malibu,90263,34.037037,-118.705803,0,72,Offer A,Yes,24.95,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.45,8100.55,0,0,1796.4,9896.95,Stayed,NULL,NULL
2041-JIJCI,Female,37,No,0,Wendel,96136,40.345949,-120.081187,0,5,None,Yes,44.78,Yes,Yes,Cable,29,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,64,370.25,0,0,223.9,594.15,Stayed,NULL,NULL
2043-WVTQJ,Male,61,Yes,0,Westminster,92683,33.752591,-117.993661,10,1,None,Yes,17.68,No,Yes,Cable,9,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,55.7,55.7,0,0,17.68,73.38,Joined,NULL,NULL
2054-PJOCK,Female,32,No,0,Corona,92881,33.833686,-117.513063,0,60,None,Yes,16.11,Yes,Yes,Cable,18,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,80.55,4847.05,0,0,966.6,5813.65,Stayed,NULL,NULL
